(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Outro Telefone;Ticket Médio;Toddle
a050572e-fb95-ee11-be37-000d3a889d88;rRjzg5VAcftX5TYHbPTG8LMo8jAxhAaKgy0Wq1az1aH2S/2DBgKoTYTiiwWQcJc71T/fJE6ciHGLV4Wm+TSo9A==;01/11/2025 08:15;53;Maple Bear Macaé - Vale Encantado I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;08831187000187;Rua José Vicente Soriano De Oliveira;Vale Encantado;27933372;Macaé;RJ;Sudeste;2227735067;macae@maplebear.com.br;Escola Canadense De Macaé Ltda. Me;MAPLE BEAR CANADIAN SCHOOL MACAE;Ativa;Concluído;🔴;;Não avança;Desenvolvimento;;2210,90;
db50572e-fb95-ee11-be37-000d3a889d88;/1G8HXkFE1a1OhqIblgXa7HnbbkmblrBP11l9eVn3+UUle12INCBSzes10tqhCkNGQfrHkRZqhLf8ZrdY1RZPQ==;01/11/2025 08:15;728;Maple Bear Passos - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;46276057000119;Rua Antônio Celestino;Centro;37900164;Passos;MG;Sudeste;3599812920;DIRETORACOC@GMAIL.COM;Escola Canadense De Passos Ltda.;MAPLE BEAR ESCOLA CANADENSE DE PASSOS;Ativa;Agendado;🔴;SK;Avanço Year 01;Potente;;1452,00;
f650572e-fb95-ee11-be37-000d3a889d88;itbmr3YSKvzlRTS6zeSesUpa/dM0JFKVeTjfEdzJkv2fZbBrdgpC6BY2UueAKGo2eAol67Fegi29Mr/b5PN52A==;01/11/2025 08:15;657;Maple Bear Porto Alegre - Zona Sul I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;15458345000241;Avenida Diário De Notícias;Cristal;90810080;Porto Alegre;RS;Sul;5132246687;DFISCAL@INTEMPO.NET.BR;ESCOLA CANADENSE DE EDUCACAO LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Desenvolvimento;;2627,04;
1251572e-fb95-ee11-be37-000d3a889d88;SkJR7BP7/My/xiWaU1e3+2Batxgk/UNSUMLTez51yoctYvFwCYy/dzIasuHfKT9eIy/HLXj9aMJcBW6o3B7EHA==;01/11/2025 08:15;778;Maple Bear Rondonópolis - Parque Sagrada Familia I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;46517639000140;Rua Alcides Borges Nates;"Parque Sagrada
Família";78735389;Rondonópolis;MT;Centro-Oeste;6699848959;FERNANDO@ADVOCACIACARRENHO.COM.BR;ESCOLA CANADENSE DE RONDONOPOLIS LTDA;MAPLE BEAR RONDONOPOLIS;Ativa;Concluído;🟢;;;Implantação;;;
3151572e-fb95-ee11-be37-000d3a889d88;0iiMsdLLiY1LWkRCEH9Dn465YUwDRFq6+Aepug2mkdTtcKTidlpsae+nzuDMcQgqRgBA+HURSUxxNud68Puo4A==;01/11/2025 08:15;121;Maple Bear São Paulo - Jaguaré I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;16569241000196;Avenida General Mac Arthur;Vila Lageado;05338000;São Paulo;SP;Sudeste;1137634596;jaguare@maplebear.com.br;Canada School - Escola De Educacao Infantil E Ensino Fundamental Ltda;SP SÃO PAULO - JAGUARÉ I;Ativa;Concluído;🔴;Year 9;Avanço Year 09;Potente;;2509,06;
5051572e-fb95-ee11-be37-000d3a889d88;ubziq2bXYR4DTZqMDhmZVjn7QpTrrnrMHMSYeh64WVXkxplg0I5Et7Mpfsf1ziYVD9uok4oxmryY26aJtOC6/Q==;23/09/2025 21:59;406;Maple Bear Sorocaba - Jardim São Carlos I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;08402789000119;R Elias Rodrigues Claro;Jardim Sao Carlos;18046390;Sorocaba;SP;Sudeste;1532212111;sorocaba@maplebear.com.br;CENTRO DE EDUCACAO BILINGUE SOROCABA LTDA;ESCOLA CANADENSE DE SOROCABA;Ativa;Concluído;🔴;Year 9;Avanço Year 09;Potente;;3044,15;
7351572e-fb95-ee11-be37-000d3a889d88;CQf2AGByTUyv1coxmAKgSMTtU1sTFZ4SmGCY/uTFw6qg4Lp/a8FUw5YDy5r0qDEjRJJwKpqxehgXAVshQBMSrQ==;01/11/2025 08:15;41;Maple Bear Sorriso - Residencial Copenhagen I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;31329320000113;Rua Amsterdã;Residencial Copenhagen;78891273;Sorriso;MT;Centro-Oeste;6635447623;administrativo.sorriso@maplebear.com.br;Maple Bear Escola Bilingue Sorriso Ltda;MT SORRISO - RESIDENCIAL COPENHAGEN I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;;2271,36;
9351572e-fb95-ee11-be37-000d3a889d88;QnXWQNMBnXEJI1T8B/WlDTah9j2faoKrTZvep3YidfVwj72hDqxYqiSQphYRBSiio/b2Vl6jhYY+ouxCaqCSkg==;01/11/2025 08:15;140;Maple Bear Taboão Da Serra - Parque Assunção;Joao Felipe Gutierrez de Freitas;Operando;Franquia;34565436000140;Rua das Camélias;Parque Assunção;06754110;Taboão da Serra;SP;Sudeste;1145582555;fernando.costa@maplebear.com.br;CENTRO EDUCACIONAL CANADENSE LTDA;SP TABOÃO DA SERRA - PARQUE ASSUNÇÃO I;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;;2153,60;
b151572e-fb95-ee11-be37-000d3a889d88;KvqcmMtJs8C2747jFgBcGDz2suDmsplz4P4Vw8QhgB6dceOv7+CbYQ2bDfJ5j8Kl7fj0Xonk0igRzLQCVjWFSw==;04/11/2025 14:23;141;Maple Bear Taubaté - Jardim Das Nações I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;22534866000115;Avenida Charles Schnneider;Parque Senhor do Bonfim;12040001;Taubaté;SP;Sudeste;1297931655;atendimento@maplebeartaubate.com.br;FUCHS ESCOLA DE ENSINO BILINGUE LTDA;MAPLE BEAR TAUBATE;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Desenvolvimento;;2667,48;
cd51572e-fb95-ee11-be37-000d3a889d88;2ay0XiKHWiSB4hwBMz7JjYRnGQM3KRZoDaQKucFn0/GxjNTs3VsfPlVUWz/isCFZ8EP3rP3eZ5lEWQiDodvp9A==;01/11/2025 08:15;77;Maple Bear Aldeia Da Serra - Morada Dos Lagos I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;35014636000177;Avenida Real;Residencial Morada dos Lagos;06429200;Barueri;SP;Sudeste;1147238404;aldeiadaserra@maplebear.com.br;Centro Educacional Aldeia Da Serra Eireli Me;SP ALDEIA DA SERRA - RESIDENCIAL MORADA DOS LAGOS I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Desenvolvimento;;2922,73;
e951572e-fb95-ee11-be37-000d3a889d88;90AsPHz+Z/CMy/Y8AX23kpEnSn0VQLpD4Z0G8GObI2U5aGxi84AKodD/HZw6zD45QfJ4dqmE96QwREJqdSY3eQ==;03/11/2025 13:51;21;Maple Bear Anápolis - City I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;11093607000180;Avenida S-005;Anápolis City;75096050;Anápolis;GO;Centro-Oeste;6230996130;pamella.gomes@maplebear.com.br;MAPLE BEAR CANADIAN SCHOOL IN ANAPOLIS LTDA;MAPLE BEAR ANÁPOLIS;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Alerta;;884,74;
0552572e-fb95-ee11-be37-000d3a889d88;SfUPD48RrO/Vd5fkevQN3imH5MofcIyyi79lQGoU5fVIHIuQ+BgJTfUvMnl+0Q2qX88A7hdRZSctw0JrBZUqCg==;01/11/2025 08:15;79;Maple Bear Araraquara - Vila Harmonia I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;35684948000198;Avenida Cazimiro Peres;Vila Harmonia;14802600;Araraquara;SP;Sudeste;1633361081;atendimento.araraquara@maplebear.com.br;CENTRO EDUCACIONAL REDFIELD LTDA;MAPLE BEAR ARARAQUARA;Ativa;Agendado;🔴;Year 5;Avanço Year 05;Desenvolvimento;;2315,08;
2152572e-fb95-ee11-be37-000d3a889d88;10VZV/gY531KYDBOGpx/psogJ4XxOF6EUiqzE+rB/blFbD5PhvFzBiaGYb+P7NTgbTAgSK+cuVySvMRvngm1sA==;03/11/2025 12:43;17;Maple Bear Cachoeiro Do Itapemirim - São Geraldo I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;25116239000152;Rua Amélia Molinarolli Giro;São Geraldo;29314673;Cachoeiro Do Itapemirim;ES;Sudeste;2830272838;secretaria@maplebearcachoeiro.com.br;UP TO DATE INSTITUTO DE ENSINO MULTILINGUE LTDA;ESCOLA CANADENSE MAPLE BEAR CACHOEIRO;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Desenvolvimento;;2547,53;
3d52572e-fb95-ee11-be37-000d3a889d88;jnvd6x5o6LkeHIjceL9I6+pwgVANvS+LXBm3HkLjoxE+lDkZXMJaUBVkwBzzdKp3v1D72rAP6YkgkqMOztGs6g==;03/11/2025 19:43;271;Maple Bear Hortolândia - Parque Gabriel I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;40780020000147;Avenida Fermino Maltarollo;Parque Gabriel;13186598;Hortolândia;SP;Sudeste;1141538846;SOCIETARIO@FSCONTROLLER.COM.BR;DS ESCOLA CANADENSE DE HORTOLANDIA LTDA;MAPPLE BEAR HORTOLANDIA;Ativa;Concluído;🔴;SK;Avanço Year 01;Desenvolvimento;;;
5a52572e-fb95-ee11-be37-000d3a889d88;bBJPIZBv2BujiGWhbu1VRmHMAkJcj9gj29YtQQSjJkHrmxAHEq9twywNLvpugAM08bCbm4VPaVAxEr65I/YmGA==;04/11/2025 12:26;275;Maple Bear Itapetininga - Jardim Colombo I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;41521054000180;Rua Plínio Tambelli;Jardim Colombo;18206430;Itapetininga;SP;Sudeste;1996038577;itapetininga@maplebear.com.br;CENTRO EDUCACIONAL BILINGUE DE ITAPETININGA LTDA;SP ITAPETININGA - JARDIM COLOMBO;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;;2491,65;
fa13a141-fb95-ee11-be37-000d3a889d88;RQlP/2zRHtWaduAhnmPMtHpN+l9Ok6R3Q7eUkwGwPC86h7q4z2eLqdnMFwGpVF3P+Hh8Z0XqoE6Oyeiq+IukBw==;01/11/2025 08:15;9;Maple Bear Manaus - Ponta Negra II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;31356119000206;Avenida Coronel Teixeira;Ponta Negra;69037000;Manaus;AM;Norte;9236432056;atendimento.pontanegra@nitonlins.br;Centro De Ensino E Treinamento Bg Ltda. Epp;AM MANAUS - PONTA NEGRA II;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;;2513,52;
3114a141-fb95-ee11-be37-000d3a889d88;Vca04jhjGRbd4WbuI2jJTRuOUh/WeefkeEX7ngVfDswRYL+EtuaCCtE4GvxLcVJZSkfVYZqprVBQuQfygJzL3w==;01/11/2025 08:15;100;Maple Bear Paulínia - Morumbi I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;30976848000111;Avenida José Paulino;Morumbi;13140723;Paulínia;SP;Sudeste;1938744114;paulinia@maplebear.com.br;B & Base Ensino Bilíngue Ltda;MAPLE BEAR PAULINIA;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Potente;;2574,83;
4d14a141-fb95-ee11-be37-000d3a889d88;E3hLVJm6V4jwsOGsHJknMXwE8i8zOzZhfTyP8Dl40jixNOyrj8t1zGRszIUTP6+BN3VmYj6ajXsmPn4t5WHQhQ==;01/11/2025 08:16;102;Maple Bear Praia Grande - Canto Do Forte I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;31342155000130;Avenida Rio Branco;Canto Do Forte;11700200;Praia Grande;SP;Sudeste;1332785900;secretariapg@maplebear.com.br;Colegio Internacional De Praia Grande Ltda;MAPLE BEAR PRAIA GRANDE;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Alerta;;1893,23;
6b14a141-fb95-ee11-be37-000d3a889d88;Zsz9gao893IGKZxHaswzkrhnSL8p/1F6cQler6yZhAdXPkMXBEg2u4TcmBwXN6ZGuEj3ZBtqtYK9Irkmc/pKPQ==;01/11/2025 08:16;103;Maple Bear Presidente Prudente - Parque Residencial Dahma I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;21347139000186;Avenida Miguel Damha;Parque Residencial Damha;19053681;Presidente Prudente;SP;Sudeste;1639831272;prudente@maplebear.com.br;Centro Prudentino De Ensino Ltda;SP PRESIDENTE PRUDENTE - JARDIM CAMBUÍ I;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Potente;;1637,05;
8b14a141-fb95-ee11-be37-000d3a889d88;QzZZlOi8EKTw6W3yv9yMqTSJp/65HNgmQG8trH2pzLX9oQRm5GL2Z8uX5ARuRN5vKvE1BBFj1tI68HIwcKPkhA==;23/09/2025 21:55;621;Maple Bear Rio De Janeiro - Barra Da Tijuca II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;26304721000189;Rua Martinho De Mesquita;Barra Da Tijuca;22620220;Rio De Janeiro;RJ;Sudeste;2124801914;barradatijuca@maplebear.com.br;Escola Canadense Da Barra Ltda;RJ RIO DE JANEIRO - BARRA DA TIJUCA II;Ativa;Concluído;🟢;Year 9;Avanço Year 09;Potente;;;
a714a141-fb95-ee11-be37-000d3a889d88;AtAjB7xUEANDKf8KDifI5eTjKHVXGL0DNltiQz8BVqhqABZZm4wKcyy+q41NYNsN41Uy6tehLJ3dSjerwR9BXw==;01/11/2025 08:16;110;Maple Bear São Bernardo Do Campo - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;15045234000122;Rua Dom Paulo Mariano;Nova Petrópolis;09770320;São Bernardo do Campo;SP;Sudeste;1149425260;keity@maplebear.com.br;Nka Ensino Bilingue Ltda;MAPLE BEAR;Ativa;Concluído;🔴;Year 10;Avanço Year 11;Potente;;2164,31;
c314a141-fb95-ee11-be37-000d3a889d88;zYFfsZ0z2DveLCmDIzNg6pD3FnaEDsBQTnuFVW3fmFLRsJGULomRaORk4u8naJg6+f6XYl5SLIPXf2Kxwj7qcg==;01/11/2025 08:16;113;Maple Bear São José Do Rio Preto - Redentora II;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;21909476000110;Rua Cleophas Beltran Silvente;Chácara Municipal;15090180;São José Do Rio Preto;SP;Sudeste;1732338892;redentora@maplebear.com.br;Toronto Educação Ltda;SP SÃO JOSÉ DO RIO PRETO - REDENTORA II;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;;2437,65;
df14a141-fb95-ee11-be37-000d3a889d88;q9opYjnLcmakOXjE1FP4aG26dVjirPbHBCWytuVZV2roMrOUodsMr1pS4TjJZQ/JBcH/EdeKHHnGYQVIJSyYvA==;01/11/2025 08:16;130;Maple Bear São Paulo - Santana II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;17206774000176;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);02044050;São Paulo;SP;Sudeste;1146373232;direcao.santana@maplebear.com.br;C.S. Empreendimento Educacional Bilingue Eireli;SP SÃO PAULO - SANTANA II;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;;2914,29;
fd14a141-fb95-ee11-be37-000d3a889d88;WGEnE/Z2KCUsXXotWVv3IsTydZ7lgrmVrLi/afM5gmD+UYqynCCHuTiBudYtYvOsRqORyQOe7HC6Pz7dgVfBgg==;01/11/2025 08:16;136;Maple Bear São Paulo - Vila Olímpia;Joao Felipe Gutierrez de Freitas;Operando;Franquia;17013310000143;Avenida Doutor Cardoso de Melo;Vila Olímpia;04548003;São Paulo;SP;Sudeste;1130442851;vilaolimpia@maplebear.com.br;EBC - ESCOLA CANADENSE LTDA;MAPLE BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 5;Avanço Year 05;Potente;;4117,50;
3515a141-fb95-ee11-be37-000d3a889d88;W+RHnRZhrXFrbICL3PVDtvlQ5h/DO1g+m94v3o/yUx1mWL9uV6sO8Ii3zB8IsneDgmYaZTddmd86oL/SixFknQ==;01/11/2025 08:16;74;Maple Bear Florianópolis - Continente I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;20913239000160;Rua Araci Vaz Callado;Canto;88070750;Florianópolis;SC;Sul;4830911934;florianopolis@maplebear.com.br;Edu-Ers Ltda;MAPLE BEAR CANADIAN SCHOOL;Ativa;Agendado;🔴;Year 9;Avanço Year 09;Desenvolvimento;;2559,71;
5115a141-fb95-ee11-be37-000d3a889d88;gCCKkM9W6BVovkOneQfJ4cotRKkCI7rsCOaIibp6q6Ncw522lmTGvB+DhjHT+9DmwLSvzxkPMtKPcmxFE0lzWg==;04/11/2025 18:02;294;Maple Bear Governador Valadares - Alto Esplanada I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;41258921000136;Rua Dos Canários;Alto Esplanada;35064000;Governador Valadares;MG;Sudeste;;rh.gv@maplebear.com.br;PRIME EDUCATION GV LTDA;MAPLE BEAR VALADARES;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alerta;;2030,92;
6d15a141-fb95-ee11-be37-000d3a889d88;sVpfI6clAYEH1m9NR0PpmgpvVcrjvhdKcbfPMbgaFsOjjqa+T+DwhOpBkf8h6Ur5ZDpji/COpm6asviAGvUiCg==;01/11/2025 08:16;736;Maple Bear Gramado - Planalto I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;47172201000130;Joao Leopoldo Lied;Belverede;95670000;Gramado;RS;Sul;5199514454;MAPLEBEARGRAMADO@GMAIL.COM;ESCOLA BILINGUE REGIAO DAS HORTENSIAS LTDA;MAPLE BEAR GRAMADO;Ativa;Agendado;🔴;SK;Avanço Year 01;Implantação;;;
8815a141-fb95-ee11-be37-000d3a889d88;Jd6sM70Pg5d17WPqhRyeRFT55BUF66p7W6FHAGjc5XL4DF8ldAIldbmD+wbjuBfPyJ0RWZyjz4NDmOBWLy972A==;01/11/2025 08:16;97;Maple Bear Marília - Parque Das Esmeraldas I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;26494903000160;Rua José De Abreu Neto;Parque Das Esmeraldas Ii;17516724;Marília;SP;Sudeste;1432218800;marilia@maplebear.com.br;MB CANADIAN SCHOOL LTDA;MAPLE BEAR MARILIA;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Desenvolvimento;;1678,31;
a415a141-fb95-ee11-be37-000d3a889d88;tqc/zPU8dEJ4ebNADBBGHrhmarbzJjpE4a6qPlbnU2Y2fN0ailiRtLQvq1RnSrEcgoN/LjK3hcNxYqbSjACbaQ==;23/09/2025 21:52;815;Maple Bear Piracicaba - Vila Rezende II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;44565994000169;Avenida Dona Francisca;Vila Rezende;13405259;Piracicaba;SP;Sudeste;1933718100;FINANCEIRO.PIRACICABA@MAPLEBEAR.COM.BR;ESCOLA CANADENSE DE PIRACICABA LTDA;;Ativa;Agendado;🟢;Year 7;Avanço Year 08;Potente;;2369,94;
c115a141-fb95-ee11-be37-000d3a889d88;wxp28wgyY5cj5vM+vzadaavVyoYz4l5IcUndH/x+bc2hozKEtAb6/Bp28Jj0sTkAqzSggF8p8iciM/ghhfw7zg==;01/11/2025 08:16;654;Maple Bear Poços De Caldas - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;47323844000137;Rua Padre Henry Mothon;Centro;37701009;Poços De Caldas;MG;Sudeste;1297220106;FMERLIN@PROSPEREDUCACIONAL.COM.BR;CANADIAN SCHOOL POCOS DE CALDAS LTDA;APLE BEAR CANADIAN SCHOOL POCOS DE CALDAS;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;;1800,00;
dc15a141-fb95-ee11-be37-000d3a889d88;9L8wIlRJTCisAqZit3gbAlliTuE2c5U9bQNzIoz06SCyqKMPXLGSYeWNWsRFyhuwr0rbfxYVdApZ2M1Go/XSsQ==;01/11/2025 08:16;12;Maple Bear Salvador - Pituba I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;15179690000831;Av. Professor Magalhães Neto;Pituba;41810012;Salvador;BA;Nordeste;7133405400;secretaria@acbeumaplebear.com.br;Associação Cultural Brasil Estados Unidos;BA SALVADOR - PITUBA I;Ativa;Concluído;🔴;Year 9;Avanço Year 10;Desenvolvimento;;4107,19;
f815a141-fb95-ee11-be37-000d3a889d88;rBKZAXkww598+ZCougpr1DHqtaKhf4MDkdD7S3rj/sG0e/H4aK0CYKqX1FFd7OKAYBlOqVnXUYUXd+MGEAZFgA==;01/11/2025 08:16;114;Maple Bear São José Dos Campos - Serimbura I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;11388420000103;Avenida Linneu De Moura;Urbanova;12244380;São José Dos Campos;SP;Sudeste;1239213032;sjc@maplebear.com.br;CORDOBA & MOSCARDI - EDUCACAO INFANTIL LTDA;MAPLE BEAR CANADIAN SCHOOL SJCAMPOS;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Potente;;2864,70;
1416a141-fb95-ee11-be37-000d3a889d88;jUl1TRWVHD61sXXdZYhFXNFBglkrmFvta+nhw9VN0ebGbrjQtWv+g7Pf6pMeMey6OQVbR1G8Lu2WzjLs6y1FyQ==;01/11/2025 08:16;36;Maple Bear Uberaba - São Sebastião I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;34222275000191;Rua Luiz Rodrigues Borges;Santa Marta;38061160;Uberaba;MG;Sudeste;3433122700;uberaba@maplebear.com.br;VANCOUVER SERVICOS EDUCACIONAIS LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Desenvolvimento;;2469,24;
3016a141-fb95-ee11-be37-000d3a889d88;d7o9Afyta/8cuajk5WounkMaMdF8AdL+xk8W/5GRb49dtyTi3wvsothzjsfNv1jtCdMnYDVNMn143yL65ogDUA==;01/11/2025 08:16;682;Maple Bear Araguari - Miranda I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;43995614000163;Rua Amélia Araújo;Sibipiruna;38445098;Araguari;MG;Sudeste;3432415920;GERENCIAADMINISTRATIVA@IMEPAC.EDU.BR;ESCOLA INFANTIL E FUNDAMENTAL CANADENSE LTDA;MAPLE BEAR ARAGUARI;Ativa;Concluído;🔴;SK;Avanço SK em;Potente;;2089,00;
4b16a141-fb95-ee11-be37-000d3a889d88;+FUlNyjIBFErR/VAvzMFMFtUhjob/HraDXVpXul/nRh5dPtYDd6eITK2QX7DMoWlWzE+hcTNCwcze+eYdAqGNw==;01/11/2025 08:17;42;Maple Bear Belém - Reduto I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;19906531000176;Travessa Benjamim Constant;Reduto;66053040;Belém;PA;Norte;9193132818;belem@maplebear.com.br;ESCOLA BILINGUE DO PARA LTDA;MAPLE BEAR;Ativa;Agendado;🔴;Year 10;Avanço Year 11;Desenvolvimento;;2693,17;
6716a141-fb95-ee11-be37-000d3a889d88;9fG412x+3ptyYBuVUDz0mPD0XvnZJHaqlsR7/d4Lqg39m4P0JGI/DuCXjG1mqA43C+nWM88bq7icWvl4umumzg==;01/11/2025 08:17;10;Maple Bear Camaçari - Busca Vida I ;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;15179690001641;Rodovia BA-099;Catu de Abrantes (Abrantes);42825001;Camaçari;BA;Nordeste;7133405413;coordenacao.salvador@maplebear.com.br;ASSOCIACAO CULTURAL BRASIL ESTADOS UNIDOS;ACBEU MAPLE BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Desenvolvimento;;3920,95;
8316a141-fb95-ee11-be37-000d3a889d88;nrvmiK5bcSNxl84aSNVg788q3JcnlukFTze3r6q90/xj/R+nLK0bPZ34qZFKDSFxmO9jMOu8WZBj9R3Uf3tNBA==;01/11/2025 08:17;490;Maple Bear Florianópolis - Ilha I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;38095405000123;Avenida Mauro Ramos;Centro;88020302;Florianópolis;SC;Sul;1199972884;adm.floripailha@maplebear.com.br;CENTRO DE EDUCACAO CANADENSE EM FLORIANOPOLIS LTDA;MAPLE BEAR FLORIPA ILHA;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Desenvolvimento;;3058,75;
9f16a141-fb95-ee11-be37-000d3a889d88;I2dHXKJWnW75bJejB3CnRLginZ1laJZhSRClHE1erZx9YQaoN5yhUZiGgPRKw++1dBqHbXWrSx2ZGf1wHeHy6g==;03/11/2025 17:18;258;Maple Bear Formosa - Jardim Califórnia I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;37886996000194;Avenida Circular;Jardim Califórnia;73813170;Formosa;GO;Centro-Oeste;;secretaria.formosa@maplebear.com.br;LUZ EDUCACAO LTDA;GO FORMOSA - JARDIM CALIFÓRNIA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;;1416,89;
bc16a141-fb95-ee11-be37-000d3a889d88;wWXLf4eSPkJ11gTThhZEpM6sxYff4JKZBnPV4tcCV4wNXgBxDx84IF9yK3OQ/NgFbmSlUxGbIi6G3bQC3DivZA==;01/11/2025 08:17;119;Maple Bear São Paulo - Granja Julieta I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;11413825000405;Rua Granja Julieta;Granja Julieta;04721060;São Paulo;SP;Sudeste;1121480150;granjajulieta@maplebear.com.br;ASSOCIACAO A NATUREZA DO ENSINO;MAPLE BEAR CANADIAN SCHOOL GRANJA JULIETA UNIDADE II;Ativa;Concluído;🔴;;Não avança;Potente;;4528,00;
d816a141-fb95-ee11-be37-000d3a889d88;6SNAYCQFUIoa3veQD5ADi8xSneklZcM/8kyBtTiz7QGzhfJXGN7LYFjpxD5/8+vH6tGehW0qyVKLZ9PUe1UrdQ==;01/11/2025 08:17;129;Maple Bear São Paulo - Santana I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;18361813000172;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);02044050;São Paulo;SP;Sudeste;1146373232;direcao.santana@maplebear.com.br;ESCOLA CANADENSE SANTANA BILINGUE LTDA;MAPLE BEAR CANADIAN SCHOOL - SANTANA;Ativa;Concluído;🔴;;Não avança;Potente;;2700,00;
f416a141-fb95-ee11-be37-000d3a889d88;03u3iGyMB3ZPWzl7VJRSZyjJWtf4DjB5o1ymMnFoc7XLJ7q1Dj+0GjNTErpY68YOxO+4xyYMdPofn8ChrwXXrg==;23/09/2025 23:26;123;Maple Bear São Paulo - Mooca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;18881087000119;Rua Coronel Joviniano Brandão;Vila Prudente;03127175;São Paulo;SP;Sudeste;1138812327;mooca.unidade1@maplebear.com.br;Maple Mooca Ensino Bilingue Ltda;SP SÃO PAULO - MOOCA I;Ativa;Concluído;🔴;;Não avança;Alerta;;2411,65;
