(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Status da Escola;Cluster;Carteira SAF;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola
d7b22e93-98f3-ee11-a1fd-00224838374c;wbfe08US4zi+HwzUjyR5gQjK0MD6Pwtj1xbhHluxN5IA4OzyzJyJmEmMQXASu/LqXax26XJ/ww3vntK+TaIADw==;15/09/2025 14:51;760;Maple Bear Niterói - Santa Rosa;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;31028034000207;Rua Doutor Sardinha;Santa Rosa;24240660;Niterói;RJ;Sudeste;2183205553;LEGAL@MATTACONTABIL.COM.BR
563869aa-9df3-ee11-a1fd-00224838374c;c0i+0hnOwuI4Sg2AdJeopX5PEnZjFR747sZFhxWj49GS69geG5VMhdpdMpNzVcGOfq9GCmjlk1XYOUxnVu3uqg==;01/09/2025 08:15;39;Maple Bear Cuiabá - Ribeirão Do Lipa;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;14480169000109;Rodovia Arquiteto Hélder Cândia;Ribeirão do Lipa;78048150;Cuiabá;MT;Centro-Oeste;6599981101;cuiaba@maplebear.com.br
4491cf06-9ff3-ee11-a1fd-00224838374c;5/+l6QXNY/jxCSoGlzorTY2ZQ4oe2ukAqreOBoI1KJK+CG+Sdv8+9XJGjjqliEXMJYE2nVg77EFrMGZkRl2quQ==;01/09/2025 08:15;725;Maple Bear Cuiabá - Jardim Itália;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;51133286000114;Rua Roma;Jardim Itália;78060748;Cuiabá;MT;Centro-Oeste;6932161515;PORTOVELHO@MAPLEBEAR.COM.BR
23b9a880-e10e-ef11-9f89-002248dee67f;1ieMX0ACWbC4/zvEEhFam7aPdhZsRMqmYMWbfQ0hML/YrxSGeAZ/ZqfngMY94ppiADDULX6iMlOtltLVcIRdFg==;16/09/2025 15:01;842;Maple Bear Campo Grande - Chácara Cachoeira II;Operando;Potente;Joao Felipe Gutierrez de Freitas;52171947000169;Avenida Rodolfo José Pinho;Jardim Bela Vista;79003068;Campo Grande;MS;Centro-Oeste;1333856008;PROCESSOS@ATSOLUCOES.COM.BR
473a3d42-4ef8-ee11-a1fe-002248df22f1;Phlcm2cNKgUfOwSt/PLCAs6mni54knMsMJBe6sMTUWgU9+hxlTQu/u1+5eHYPdn+1PemkyRlODpPowGDF3PD6g==;10/07/2025 19:35;845;Maple Bear São Vicente;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;54750881000197;Avenida Manoel da Nóbrega;Itararé;11320200;São Vicente;SP;Sudeste;1332785900;secretaria@adefcontabilidade.com.br
a05281b1-9cf3-ee11-a1fd-6045bd3b01f2;NJhy377sURnYs23ZvoesBkuimyCTl0FMnfRikGBkvWUa8TfxJDAG6tagDrPn9emtn/cSISmef1lBOiq/5L9R2g==;01/09/2025 08:15;763;Maple Bear Florianópolis Norte;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;41683683000106;Avenida Luiz Boiteux Piazza;CANASVIEIRAS;88056000;Florianópolis;SC;Sul;4888611646;FINANCEIRO.FLORIPAILHA@MAPLEBEAR.COM.BR
d992d160-3771-ef11-a670-6045bd3c0a31;N678mIeFlnFg2SpwDXfL3XosGmX3WoH/g5HOpolu4l73XnDMxECBYNwI91SZHOT1a1aiPcv2Cpi3zgr0c9U9Fg==;01/09/2025 08:15;862;Maple Bear Itu;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;17836649000220;Avenida Wolko Orni Yedlin;Jardim Paraíso II;13304360;Itu;SP;Sudeste;1145867606;SECRETARIA@MAPLEBEARJDI.COM.BR
75242353-1871-ef11-a670-6045bd3c875b;4uck/XYXMkc3jmZG52Sg1s9qqmoC3Nci9Pa/uTs26jW4I9mGA5qRUDOUDYTJXZd1A0B/09vt25NywtON1xTx/Q==;01/09/2025 08:15;861;Maple Bear Mogiana - Mogi Mirim - Mogi Guaçu;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;53303242000110;Rua Orlando Nora;Residencial do Bosque;13808362;Mogi Mirim;SP;Sudeste;1938154095;ATENDIMENTO@MAPLEBEARMOGIANA.COM.BR
6dadba98-a34b-f011-877a-6045bda98ba1;QXDN0B0jHv845OdqwBqmezV3pkF4Ov2dmYdrYWyrHfz3wkgb64vX0ZhRu4ujBQ5Fn9b4mwRlDFAobspK6qHtqQ==;22/08/2025 12:42;874;Maple Bear São Paulo - Parque dos Príncipes I;Operando;Potente;Joao Felipe Gutierrez de Freitas;29163572000173;Avenida Padre Tiago Alberione;Parque dos Príncipes;05396070;São Paulo;SP;Sudeste;1137836220;parquedosprincipes@maplebear.com.br
d5816828-b831-f011-8c4e-6045bda98ba1;r9C8ljz65FwNgkTXpKRdH6pJ8p0SdNLEM3lqJMl25tXoMNexcuF+i2fQK6iDSH8x1IGP8SsGt31T5mL5kbiXtA==;27/08/2025 12:55;870;Maple Bear Sinop - Recanto Suíço II;Operando;Alta Performance;;43670213000133;Rua Oslo;Residencial Recanto Suíço;78555627;Sinop;MT;Centro-Oeste;6699611529;sinop@maplebear.com.br
9b996f47-ab79-ef11-a671-6045bdd533aa;LdgyRhIp5cRADBciT1fjUklm/4ntNwF+lluAyWRhjjBnKj19wZEp+adsji7Vi53oWHbZ5vaiL5Zb34u5Q7xedQ==;01/09/2025 08:16;101;Maple Bear Piracicaba - Vila Rezende I;Operando;Potente;Joao Felipe Gutierrez de Freitas;24965593000199;Avenida Dona Francisca;Vila Rezende;13405259;Piracicaba;SP;Sudeste;1933718100;secretaria.piracicaba@maplebear.com.br
3c0f380a-d879-f011-b4cb-6045bdf0ba61;tAjQhGoLWpyDDZ/PzAO0dhXnxYxJZDlw8YmBBl7j8gdNzWaVfXl7rXw4hYGwJ78DhrIesv2zDJ2BVKCc3RcUiA==;01/09/2025 08:16;877;Maple Bear Rio de Janeiro - Freguesia I;Operando;Potente;Joao Felipe Gutierrez de Freitas;23110333000179;Estrada do Quitite;Jacarepaguá;22753790;Rio de Janeiro;RJ;Sudeste;2124257690;freguesia@maplebear.com.br
39e994ec-655b-f011-bec1-6045bdf0ba61;rnp2kvwau1LZEtf1YHCqpo/qTVfaL2umm7nGi4hjLdWSpLmd7L+77WZ+7O5muHXBddc5P0gCuASoW3jMzyIoew==;01/09/2025 08:16;875;Maple Bear Marabá - Belo Horizonte I;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;55555235000131;Rua João Pessoas;Belo Horizonte;68503200;Marabá;PA;Norte;9430182223;JUNIORATENAS2011@GMAIL.COM
7775b6be-8935-f011-8c4e-7c1e520a1212;SNEJVDR3lE8vfNKrSJdvbbFTgxxQgzMnRGYbrVbiqxm9Gjojqj8dlwklLpfkVxXYD2X8K1BbsYDJWttZqCgTTQ==;30/06/2025 20:08;871;Maple Bear Catanduva - Centro I;Operando;Potente;Joao Felipe Gutierrez de Freitas;58565331000159;Rua Cuiabá;Centro;15800220;Catanduva;SP;Sudeste;1730412992;catanduva@maplebear.com.br
19b0d5c4-ddf2-ef11-be20-7c1e520a1212;IXbqPdlpa9cbBXyWdtto8cRRWTbw8sYI1t0obZCTstAPJjMsmWW099fQqJKzMx4HiDpUCxL4MPNKLGGusl3kjg==;15/09/2025 21:08;867;Maple Bear Curitiba - Batel;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;39504794000166;Avenida Silva Jardim;Seminário;80240021;Curitiba;PR;Sudeste;1333577162;curitibamaplebear@gmail.com
e6edc328-e379-ef11-a671-7c1e521a1969;sOdS+CIjR0icqwWeY5haLkZ3gX8vJMAtyVXr6fmDCaNR+cwhKOLNEFCJsB/qOHa9s2L36PdqSZIbR+gntLpY4Q==;30/06/2025 20:07;864;Maple Bear Vila Velha - Praia Da Costa I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;29376862000103;Rua Dom Jorge de Menezes;Praia da Costa;29101025;Vila Velha;ES;Sudeste;2730771009;vilavelha@maplebear.com.br
982199ac-e5f2-ef11-be20-7c1e521b69a1;wGZXci4xSV+gpiCIvowuOmPmiQU2PG5a9NxiFIQNS5ChogtsagUNOumX4xUWBodP7jUz9CHvPyBRDk2tZhPI3g==;01/09/2025 08:16;868;Maple Bear Rio das Ostras - Alphaville;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;58114512000169;Avenida Ásia;Alphaville;28898336;Rio das Ostras;RJ;Sudeste;2222194155;FINANCEIRO@MBRIODASOSTRAS.COM.BR
e39e18ec-e767-f011-bec2-7c1e52593f34;2z404230mvPcLaMoUWnmoH9yHCLOTxNv4DmDkdnY5qBPgwuLvZewCA6oO7lW4ZU0jga1dj9Z19Iz/mrIBP13Xw==;25/07/2025 10:39;876;Maple Bear Campina Grande - Mirante I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;37258321000109;Rua Jovino Nepomuceno;Mirante;58407560;Campina Grande;PB;Nordeste;8330668829;campinagrande@maplebear.com.br
73a20965-4787-f011-b4cb-7c1e525b4041;CjH+lvNf3um+faXBmQhGb0XpcimFXXgl757V7fyAszz7doG5bauF/TxpHP6NrGo5dBI8BwuuF5iULEHERfPOfA==;01/09/2025 15:34;;Maple Bear Guaruja - Pitangueiras II;Operando;;TATIANE BARBOSA DOS SANTOS XAVIER;31663914000247;Avenida Arthur Costa Filho;Pitangueiras;11410080;Guarujá;SP;Sudeste;1333716515;FINANCEIRO.GUARUJA@MAPLEBEAR.COM.BR
