ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Ticket Médio;Toddle;Status da Escola (Repo);Cluster (Repo);Carteira SAF (Repo);CNPJ (Repo);Logradouro Escola (Repo);Bairro Escola (Repo);CEP Escola (Repo);Cidade da Escola (Repo);Estado da Escola (Repo);Região da Escola (Repo);Telefone de Contato da Escola (Repo);E-mail da Escola (Repo)
121.0;Maple Bear São Paulo - Jaguaré I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;165692410001960;Avenida General Mac Arthur;Vila Lageado;5338000.0;São Paulo;SP;Sudeste;1137634596.0;jaguare@maplebear.com.br;Canada School - Escola De Educacao Infantil E Ensino Fundamental Ltda;SP SÃO PAULO - JAGUARÉ I;Ativa;Concluído;🔴;Year 9;Avanço Year 09;Potente;2509,06;;Operando;Potente;Joao Felipe Gutierrez de Freitas;16569241000196.0;Avenida General Mac Arthur;Vila Lageado;5338000.0;São Paulo;SP;Sudeste;1137634596.0;jaguare@maplebear.com.br
406.0;Maple Bear Sorocaba - Jardim São Carlos I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;84027890001190;R Elias Rodrigues Claro;Jardim Sao Carlos;18046390.0;Sorocaba;SP;Sudeste;1532212111.0;sorocaba@maplebear.com.br;CENTRO DE EDUCACAO BILINGUE SOROCABA LTDA;ESCOLA CANADENSE DE SOROCABA;Ativa;Concluído;🔴;Year 9;Avanço Year 09;Potente;3044,15;;Operando;Potente;Joao Felipe Gutierrez de Freitas;8402789000119.0;R Elias Rodrigues Claro;Jardim Sao Carlos;18046390.0;Sorocaba;SP;Sudeste;1532212111.0;sorocaba@maplebear.com.br
41.0;Maple Bear Sorriso - Residencial Copenhagen I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;313293200001130;Rua Amsterdã;Residencial Copenhagen;78891273.0;Sorriso;MT;Centro-Oeste;6635447623.0;administrativo.sorriso@maplebear.com.br;Maple Bear Escola Bilingue Sorriso Ltda;MT SORRISO - RESIDENCIAL COPENHAGEN I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;2271,36;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31329320000113.0;Rua Amsterdã;Residencial Copenhagen;78891273.0;Sorriso;MT;Centro-Oeste;6635447623.0;administrativo.sorriso@maplebear.com.br
140.0;Maple Bear Taboão Da Serra - Parque Assunção;Joao Felipe Gutierrez de Freitas;Operando;Franquia;345654360001400;Rua das Camélias;Parque Assunção;6754110.0;Taboão da Serra;SP;Sudeste;1145582555.0;fernando.costa@maplebear.com.br;CENTRO EDUCACIONAL CANADENSE LTDA;SP TABOÃO DA SERRA - PARQUE ASSUNÇÃO I;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;2153,60;;Operando;Potente;Joao Felipe Gutierrez de Freitas;34565436000140.0;Rua das Camélias;Parque Assunção;6754110.0;Taboão da Serra;SP;Sudeste;1145582555.0;fernando.costa@maplebear.com.br
141.0;Maple Bear Taubaté - Jardim Das Nações I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;225348660001150;Avenida Charles Schnneider;Parque Senhor do Bonfim;12040001.0;Taubaté;SP;Sudeste;1297931655.0;atendimento@maplebeartaubate.com.br;FUCHS ESCOLA DE ENSINO BILINGUE LTDA;MAPLE BEAR TAUBATE;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Desenvolvimento;2667,48;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;22534866000115.0;Avenida Charles Schnneider;Parque Senhor do Bonfim;12040001.0;Taubaté;SP;Sudeste;1297931655.0;atendimento@maplebeartaubate.com.br
77.0;Maple Bear Aldeia Da Serra - Morada Dos Lagos I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;350146360001770;Avenida Real;Residencial Morada dos Lagos;6429200.0;Barueri;SP;Sudeste;1147238404.0;aldeiadaserra@maplebear.com.br;Centro Educacional Aldeia Da Serra Eireli Me;SP ALDEIA DA SERRA - RESIDENCIAL MORADA DOS LAGOS I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Desenvolvimento;2922,73;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;35014636000177.0;Avenida Real;Residencial Morada dos Lagos;6429200.0;Barueri;SP;Sudeste;1147238404.0;aldeiadaserra@maplebear.com.br
21.0;Maple Bear Anápolis - City I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;110936070001800;Avenida S-005;Anápolis City;75096050.0;Anápolis;GO;Centro-Oeste;6230996130.0;pamella.gomes@maplebear.com.br;MAPLE BEAR CANADIAN SCHOOL IN ANAPOLIS LTDA;MAPLE BEAR ANÁPOLIS;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Alerta;884,74;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;11093607000180.0;Avenida S-005;Anápolis City;75096050.0;Anápolis;GO;Centro-Oeste;6230996130.0;pamella.gomes@maplebear.com.br
79.0;Maple Bear Araraquara - Vila Harmonia I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;356849480001980;Avenida Cazimiro Peres;Vila Harmonia;14802600.0;Araraquara;SP;Sudeste;1633361081.0;atendimento.araraquara@maplebear.com.br;CENTRO EDUCACIONAL REDFIELD LTDA;MAPLE BEAR ARARAQUARA;Ativa;Agendado;🔴;Year 5;Avanço Year 05;Desenvolvimento;2315,08;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;35684948000198.0;Avenida Cazimiro Peres;Vila Harmonia;14802600.0;Araraquara;SP;Sudeste;1633361081.0;atendimento.araraquara@maplebear.com.br
17.0;Maple Bear Cachoeiro Do Itapemirim - São Geraldo I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;251162390001520;Rua Amélia Molinarolli Giro;São Geraldo;29314673.0;Cachoeiro Do Itapemirim;ES;Sudeste;2830272838.0;secretaria@maplebearcachoeiro.com.br;UP TO DATE INSTITUTO DE ENSINO MULTILINGUE LTDA;ESCOLA CANADENSE MAPLE BEAR CACHOEIRO;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Desenvolvimento;2547,53;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;25116239000152.0;Rua Amélia Molinarolli Giro;São Geraldo;29314673.0;Cachoeiro Do Itapemirim;ES;Sudeste;2830272838.0;secretaria@maplebearcachoeiro.com.br
271.0;Maple Bear Hortolândia - Parque Gabriel I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;407800200001470;Avenida Fermino Maltarollo;Parque Gabriel;13186598.0;Hortolândia;SP;Sudeste;1141538846.0;SOCIETARIO@FSCONTROLLER.COM.BR;DS ESCOLA CANADENSE DE HORTOLANDIA LTDA;MAPPLE BEAR HORTOLANDIA;Ativa;Concluído;🔴;SK;Avanço Year 01;Desenvolvimento;;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;40780020000147.0;Avenida Fermino Maltarollo;Parque Gabriel;13186598.0;Hortolândia;SP;Sudeste;1141538846.0;SOCIETARIO@FSCONTROLLER.COM.BR
275.0;Maple Bear Itapetininga - Jardim Colombo I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;415210540001800;Rua Plínio Tambelli;Jardim Colombo;18206430.0;Itapetininga;SP;Sudeste;1996038577.0;itapetininga@maplebear.com.br;CENTRO EDUCACIONAL BILINGUE DE ITAPETININGA LTDA;SP ITAPETININGA - JARDIM COLOMBO;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;2491,65;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;41521054000180.0;Rua Plínio Tambelli;Jardim Colombo;18206430.0;Itapetininga;SP;Sudeste;1996038577.0;itapetininga@maplebear.com.br
9.0;Maple Bear Manaus - Ponta Negra II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;313561190002060;Avenida Coronel Teixeira;Ponta Negra;69037000.0;Manaus;AM;Norte;9236432056.0;atendimento.pontanegra@nitonlins.br;Centro De Ensino E Treinamento Bg Ltda. Epp;AM MANAUS - PONTA NEGRA II;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;2513,52;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31356119000206.0;Avenida Coronel Teixeira;Ponta Negra;69037000.0;Manaus;AM;Norte;9236432056.0;atendimento.pontanegra@nitonlins.br
100.0;Maple Bear Paulínia - Morumbi I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;309768480001110;Avenida José Paulino;Morumbi;13140723.0;Paulínia;SP;Sudeste;1938744114.0;paulinia@maplebear.com.br;B & Base Ensino Bilíngue Ltda;MAPLE BEAR PAULINIA;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Potente;2574,83;;Operando;Potente;Joao Felipe Gutierrez de Freitas;30976848000111.0;Avenida José Paulino;Morumbi;13140723.0;Paulínia;SP;Sudeste;1938744114.0;paulinia@maplebear.com.br
102.0;Maple Bear Praia Grande - Canto Do Forte I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;313421550001300;Avenida Rio Branco;Canto Do Forte;11700200.0;Praia Grande;SP;Sudeste;1332785900.0;secretariapg@maplebear.com.br;Colegio Internacional De Praia Grande Ltda;MAPLE BEAR PRAIA GRANDE;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Alerta;1893,23;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31342155000130.0;Avenida Rio Branco;Canto Do Forte;11700200.0;Praia Grande;SP;Sudeste;1332785900.0;secretariapg@maplebear.com.br
103.0;Maple Bear Presidente Prudente - Parque Residencial Dahma I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;213471390001860;Avenida Miguel Damha;Parque Residencial Damha;19053681.0;Presidente Prudente;SP;Sudeste;1639831272.0;prudente@maplebear.com.br;Centro Prudentino De Ensino Ltda;SP PRESIDENTE PRUDENTE - JARDIM CAMBUÍ I;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Potente;1637,05;;Operando;Potente;Joao Felipe Gutierrez de Freitas;21347139000186.0;Avenida Miguel Damha;Parque Residencial Damha;19053681.0;Presidente Prudente;SP;Sudeste;1639831272.0;prudente@maplebear.com.br
621.0;Maple Bear Rio De Janeiro - Barra Da Tijuca II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;263047210001890;Rua Martinho De Mesquita;Barra Da Tijuca;22620220.0;Rio De Janeiro;RJ;Sudeste;2124801914.0;barradatijuca@maplebear.com.br;Escola Canadense Da Barra Ltda;RJ RIO DE JANEIRO - BARRA DA TIJUCA II;Ativa;Concluído;🟢;Year 9;Avanço Year 09;Potente;;;Operando;Potente;Joao Felipe Gutierrez de Freitas;26304721000189.0;Rua Martinho De Mesquita;Barra Da Tijuca;22620220.0;Rio De Janeiro;RJ;Sudeste;2124801914.0;barradatijuca@maplebear.com.br
110.0;Maple Bear São Bernardo Do Campo - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;150452340001220;Rua Dom Paulo Mariano;Nova Petrópolis;9770320.0;São Bernardo do Campo;SP;Sudeste;1149425260.0;keity@maplebear.com.br;Nka Ensino Bilingue Ltda;MAPLE BEAR;Ativa;Concluído;🔴;Year 10;Avanço Year 11;Potente;2164,31;;Operando;Potente;Joao Felipe Gutierrez de Freitas;15045234000122.0;Rua Dom Paulo Mariano;Nova Petrópolis;9770320.0;São Bernardo do Campo;SP;Sudeste;1149425260.0;keity@maplebear.com.br
113.0;Maple Bear São José Do Rio Preto - Redentora II;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;219094760001100;Rua Cleophas Beltran Silvente;Chácara Municipal;15090180.0;São José Do Rio Preto;SP;Sudeste;1732338892.0;redentora@maplebear.com.br;Toronto Educação Ltda;SP SÃO JOSÉ DO RIO PRETO - REDENTORA II;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;2437,65;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;21909476000110.0;Rua Cleophas Beltran Silvente;Chácara Municipal;15090180.0;São José Do Rio Preto;SP;Sudeste;1732338892.0;redentora@maplebear.com.br
130.0;Maple Bear São Paulo - Santana II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;172067740001760;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);2044050.0;São Paulo;SP;Sudeste;1146373232.0;direcao.santana@maplebear.com.br;C.S. Empreendimento Educacional Bilingue Eireli;SP SÃO PAULO - SANTANA II;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;2914,29;;Operando;Potente;Joao Felipe Gutierrez de Freitas;17206774000176.0;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);2044050.0;São Paulo;SP;Sudeste;1146373232.0;direcao.santana@maplebear.com.br
136.0;Maple Bear São Paulo - Vila Olímpia;Joao Felipe Gutierrez de Freitas;Operando;Franquia;170133100001430;Avenida Doutor Cardoso de Melo;Vila Olímpia;4548003.0;São Paulo;SP;Sudeste;1130442851.0;vilaolimpia@maplebear.com.br;EBC - ESCOLA CANADENSE LTDA;MAPLE BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 5;Avanço Year 05;Potente;4117,50;;Operando;Potente;Joao Felipe Gutierrez de Freitas;17013310000143.0;Avenida Doutor Cardoso de Melo;Vila Olímpia;4548003.0;São Paulo;SP;Sudeste;1130442851.0;vilaolimpia@maplebear.com.br
74.0;Maple Bear Florianópolis - Continente I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;209132390001600;Rua Araci Vaz Callado;Canto;88070750.0;Florianópolis;SC;Sul;4830911934.0;florianopolis@maplebear.com.br;Edu-Ers Ltda;MAPLE BEAR CANADIAN SCHOOL;Ativa;Agendado;🔴;Year 9;Avanço Year 09;Desenvolvimento;2559,71;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;20913239000160.0;Rua Araci Vaz Callado;Canto;88070750.0;Florianópolis;SC;Sul;4830911934.0;florianopolis@maplebear.com.br
294.0;Maple Bear Governador Valadares - Alto Esplanada I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;412589210001360;Rua Dos Canários;Alto Esplanada;35064000.0;Governador Valadares;MG;Sudeste;;rh.gv@maplebear.com.br;PRIME EDUCATION GV LTDA;MAPLE BEAR VALADARES;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alerta;2030,92;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;41258921000136.0;Rua Dos Canários;Alto Esplanada;35064000.0;Governador Valadares;MG;Sudeste;;rh.gv@maplebear.com.br
736.0;Maple Bear Gramado - Planalto I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;471722010001300;Joao Leopoldo Lied;Belverede;95670000.0;Gramado;RS;Sul;5199514454.0;MAPLEBEARGRAMADO@GMAIL.COM;ESCOLA BILINGUE REGIAO DAS HORTENSIAS LTDA;MAPLE BEAR GRAMADO;Ativa;Agendado;🔴;SK;Avanço Year 01;Implantação;;;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;47172201000130.0;Joao Leopoldo Lied;Belverede;95670000.0;Gramado;RS;Sul;5199514454.0;MAPLEBEARGRAMADO@GMAIL.COM
97.0;Maple Bear Marília - Parque Das Esmeraldas I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;264949030001600;Rua José De Abreu Neto;Parque Das Esmeraldas Ii;17516724.0;Marília;SP;Sudeste;1432218800.0;marilia@maplebear.com.br;MB CANADIAN SCHOOL LTDA;MAPLE BEAR MARILIA;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Desenvolvimento;1678,31;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;26494903000160.0;Rua José De Abreu Neto;Parque Das Esmeraldas Ii;17516724.0;Marília;SP;Sudeste;1432218800.0;marilia@maplebear.com.br
815.0;Maple Bear Piracicaba - Vila Rezende II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;445659940001690;Avenida Dona Francisca;Vila Rezende;13405259.0;Piracicaba;SP;Sudeste;1933718100.0;FINANCEIRO.PIRACICABA@MAPLEBEAR.COM.BR;ESCOLA CANADENSE DE PIRACICABA LTDA;;Ativa;Agendado;🟢;Year 7;Avanço Year 08;Potente;2369,94;;Operando;Potente;Joao Felipe Gutierrez de Freitas;44565994000169.0;Avenida Dona Francisca;Vila Rezende;13405259.0;Piracicaba;SP;Sudeste;1933718100.0;FINANCEIRO.PIRACICABA@MAPLEBEAR.COM.BR
654.0;Maple Bear Poços De Caldas - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;473238440001370;Rua Padre Henry Mothon;Centro;37701009.0;Poços De Caldas;MG;Sudeste;1297220106.0;FMERLIN@PROSPEREDUCACIONAL.COM.BR;CANADIAN SCHOOL POCOS DE CALDAS LTDA;APLE BEAR CANADIAN SCHOOL POCOS DE CALDAS;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;1800,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;47323844000137.0;Rua Padre Henry Mothon;Centro;37701009.0;Poços De Caldas;MG;Sudeste;1297220106.0;FMERLIN@PROSPEREDUCACIONAL.COM.BR
12.0;Maple Bear Salvador - Pituba I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;151796900008310;Av. Professor Magalhães Neto;Pituba;41810012.0;Salvador;BA;Nordeste;7133405400.0;secretaria@acbeumaplebear.com.br;Associação Cultural Brasil Estados Unidos;BA SALVADOR - PITUBA I;Ativa;Concluído;🔴;Year 9;Avanço Year 10;Desenvolvimento;4107,19;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;15179690000831.0;Av. Professor Magalhães Neto;Pituba;41810012.0;Salvador;BA;Nordeste;7133405400.0;secretaria@acbeumaplebear.com.br
114.0;Maple Bear São José Dos Campos - Serimbura I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;113884200001030;Avenida Linneu De Moura;Urbanova;12244380.0;São José Dos Campos;SP;Sudeste;1239213032.0;sjc@maplebear.com.br;CORDOBA & MOSCARDI - EDUCACAO INFANTIL LTDA;MAPLE BEAR CANADIAN SCHOOL SJCAMPOS;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Potente;2864,70;;Operando;Potente;Joao Felipe Gutierrez de Freitas;11388420000103.0;Avenida Linneu De Moura;Urbanova;12244380.0;São José Dos Campos;SP;Sudeste;1239213032.0;sjc@maplebear.com.br
36.0;Maple Bear Uberaba - São Sebastião I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;342222750001910;Rua Luiz Rodrigues Borges;Santa Marta;38061160.0;Uberaba;MG;Sudeste;3433122700.0;uberaba@maplebear.com.br;VANCOUVER SERVICOS EDUCACIONAIS LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Desenvolvimento;2469,24;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;34222275000191.0;Rua Luiz Rodrigues Borges;Santa Marta;38061160.0;Uberaba;MG;Sudeste;3433122700.0;uberaba@maplebear.com.br
682.0;Maple Bear Araguari - Miranda I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;439956140001630;Rua Amélia Araújo;Sibipiruna;38445098.0;Araguari;MG;Sudeste;3432415920.0;GERENCIAADMINISTRATIVA@IMEPAC.EDU.BR;ESCOLA INFANTIL E FUNDAMENTAL CANADENSE LTDA;MAPLE BEAR ARAGUARI;Ativa;Concluído;🔴;SK;Avanço SK em;Potente;2089,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;43995614000163.0;Rua Amélia Araújo;Sibipiruna;38445098.0;Araguari;MG;Sudeste;3432415920.0;GERENCIAADMINISTRATIVA@IMEPAC.EDU.BR
42.0;Maple Bear Belém - Reduto I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;199065310001760;Travessa Benjamim Constant;Reduto;66053040.0;Belém;PA;Norte;9193132818.0;belem@maplebear.com.br;ESCOLA BILINGUE DO PARA LTDA;MAPLE BEAR;Ativa;Agendado;🔴;Year 10;Avanço Year 11;Desenvolvimento;2693,17;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;19906531000176.0;Travessa Benjamim Constant;Reduto;66053040.0;Belém;PA;Norte;9193132818.0;belem@maplebear.com.br
10.0;Maple Bear Camaçari - Busca Vida I ;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;151796900016410;Rodovia BA-099;Catu de Abrantes (Abrantes);42825001.0;Camaçari;BA;Nordeste;7133405413.0;coordenacao.salvador@maplebear.com.br;ASSOCIACAO CULTURAL BRASIL ESTADOS UNIDOS;ACBEU MAPLE BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Desenvolvimento;3920,95;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;15179690001641.0;Rodovia BA-099;Catu de Abrantes (Abrantes);42825001.0;Camaçari;BA;Nordeste;7133405413.0;coordenacao.salvador@maplebear.com.br
490.0;Maple Bear Florianópolis - Ilha I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;380954050001230;Avenida Mauro Ramos;Centro;88020302.0;Florianópolis;SC;Sul;1199972884.0;adm.floripailha@maplebear.com.br;CENTRO DE EDUCACAO CANADENSE EM FLORIANOPOLIS LTDA;MAPLE BEAR FLORIPA ILHA;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Desenvolvimento;3058,75;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;38095405000123.0;Avenida Mauro Ramos;Centro;88020302.0;Florianópolis;SC;Sul;1199972884.0;adm.floripailha@maplebear.com.br
258.0;Maple Bear Formosa - Jardim Califórnia I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;378869960001940;Avenida Circular;Jardim Califórnia;73813170.0;Formosa;GO;Centro-Oeste;;secretaria.formosa@maplebear.com.br;LUZ EDUCACAO LTDA;GO FORMOSA - JARDIM CALIFÓRNIA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;1416,89;;Operando;Potente;Joao Felipe Gutierrez de Freitas;37886996000194.0;Avenida Circular;Jardim Califórnia;73813170.0;Formosa;GO;Centro-Oeste;;secretaria.formosa@maplebear.com.br
119.0;Maple Bear São Paulo - Granja Julieta I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;114138250004050;Rua Granja Julieta;Granja Julieta;4721060.0;São Paulo;SP;Sudeste;1121480150.0;granjajulieta@maplebear.com.br;ASSOCIACAO A NATUREZA DO ENSINO;MAPLE BEAR CANADIAN SCHOOL GRANJA JULIETA UNIDADE II;Ativa;Concluído;🔴;;Não avança;Potente;4528,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;11413825000405.0;Rua Granja Julieta;Granja Julieta;4721060.0;São Paulo;SP;Sudeste;1121480150.0;granjajulieta@maplebear.com.br
129.0;Maple Bear São Paulo - Santana I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;183618130001720;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);2044050.0;São Paulo;SP;Sudeste;1146373232.0;direcao.santana@maplebear.com.br;ESCOLA CANADENSE SANTANA BILINGUE LTDA;MAPLE BEAR CANADIAN SCHOOL - SANTANA;Ativa;Concluído;🔴;;Não avança;Potente;2700,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;18361813000172.0;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);2044050.0;São Paulo;SP;Sudeste;1146373232.0;direcao.santana@maplebear.com.br
123.0;Maple Bear São Paulo - Mooca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;188810870001190;Rua Coronel Joviniano Brandão;Vila Prudente;3127175.0;São Paulo;SP;Sudeste;1138812327.0;mooca.unidade1@maplebear.com.br;Maple Mooca Ensino Bilingue Ltda;SP SÃO PAULO - MOOCA I;Ativa;Concluído;🔴;;Não avança;Alerta;2411,65;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;18881087000119.0;Rua Coronel Joviniano Brandão;Vila Prudente;3127175.0;São Paulo;SP;Sudeste;1138812327.0;mooca.unidade1@maplebear.com.br
701.0;Maple Bear Santos - Campo Grande;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;497560610001720;Rua Amazonas;Campo Grande;11075420.0;Santos;SP;Sudeste;1333856008.0;geiry.amaral@maplebear.com.br;ALTSTUT E TALEX MB EDUCACAO LTDA;MAPLE BEAR SANTOS;Ativa;Concluído;🔴;Year 10;Avanço Year 11;Desenvolvimento;2470,52;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;49756061000172.0;Rua Amazonas;Campo Grande;11075420.0;Santos;SP;Sudeste;1333856008.0;geiry.amaral@maplebear.com.br
282.0;Maple Bear Rio De Janeiro - Botafogo II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;264809010002000;Rua Bambina;Botafogo;22251050.0;Rio De Janeiro;RJ;Sudeste;2131950168.0;botafogo@maplebear.com.br;ESCOLA CANADENSE DE BOTAFOGO LTDA;MAPLE BEAR BOTAFOGO;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Desenvolvimento;4138,39;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;26480901000200.0;Rua Bambina;Botafogo;22251050.0;Rio De Janeiro;RJ;Sudeste;2131950168.0;botafogo@maplebear.com.br
27.0;Maple Bear Belo Horizonte - Gutierrez I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;92112340004030;Rua Cônego Rocha Franco;Gutierrez;30441045.0;Belo Horizonte;MG;Sudeste;3132751111.0;belohorizonte@maplebear.com.br;NEED-NORTEAR EMPREENDIMENTOS EDUCACIONAIS LTDA;MG BELO HORIZONTE - GUTIERREZ I;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;2988,42;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;9211234000403.0;Rua Cônego Rocha Franco;Gutierrez;30441045.0;Belo Horizonte;MG;Sudeste;3132751111.0;belohorizonte@maplebear.com.br
46.0;Maple Bear Recife - Aflitos I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;125880340003900;Avenida Conselheiro Rosa E Silva;Espinheiro;52020220.0;Recife;PE;Nordeste;8134278800.0;recife@maplebear.com.br;ASSOCIACAO BRASIL-AMERICA PARA EDUCACAO E INTERCAMBIO CULTURAL;ESCOLA INTERNACIONAL ABA;Ativa;Concluído;🔴;Year 9;Avanço Year 10;Alerta;2737,86;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;12588034000390.0;Avenida Conselheiro Rosa E Silva;Espinheiro;52020220.0;Recife;PE;Nordeste;8134278800.0;recife@maplebear.com.br
62.0;Maple Bear Rio De Janeiro - Recreio Dos Bandeirantes;Joao Felipe Gutierrez de Freitas;Operando;Franquia;269595570001480;Rua Doutor Crespo;Recreio Dos Bandeirantes;22790670.0;Rio De Janeiro;RJ;Sudeste;2122405411.0;;ESCOLA CANADENSE DO RECREIO LTDA;MAPLE BEAR CANADIAN SCHOLL;Ativa;Agendado;🔴;;Não avança;Potente;;;Operando;Potente;Joao Felipe Gutierrez de Freitas;26959557000148.0;Rua Doutor Crespo;Recreio Dos Bandeirantes;22790670.0;Rio De Janeiro;RJ;Sudeste;2122405411.0;
